datetime,open,high,low,close,vol
2022-08-14 14:59:30.944,24509.5,24535.0,24452.4,24522.8,1
2022-08-14 16:00:40.960,24522.8,24554.0,24308.6,24309.5,1
2022-08-14 16:59:39.904,24308.8,24319.8,24180.4,24226.2,1
2022-08-14 18:00:49.920,24226.4,24295.7,24148.9,24281.6,1
2022-08-14 18:59:48.864,24281.6,24324.5,24239.4,24284.5,1
2022-08-14 20:00:58.880,24284.6,24352.5,24254.6,24311.0,1
2022-08-14 20:59:57.824,24311.0,24433.5,24274.8,24343.8,1
2022-08-14 21:58:56.768,24343.9,24369.6,24175.9,24255.0,1
2022-08-14 23:00:06.784,24255.0,24348.3,24235.4,24308.1,1
2022-08-14 23:59:05.728,24308.1,24411.4,24164.6,24402.2,1
2022-08-15 01:00:15.744,24402.2,24651.0,24330.7,24640.0,1
2022-08-15 01:59:14.688,24640.1,24931.8,24639.2,24922.1,1
2022-08-15 03:00:24.704,24922.1,25207.7,24794.1,24872.8,1
2022-08-15 03:59:23.648,24871.5,24886.5,24696.0,24855.9,1
2022-08-15 05:00:33.664,24855.8,24982.5,24752.4,24821.1,1
2022-08-15 05:59:32.608,24820.8,24824.3,24080.7,24130.4,1
2022-08-15 07:00:42.624,24130.5,24209.7,23941.7,24024.2,1
2022-08-15 07:59:41.568,24024.2,24072.1,23881.0,24040.9,1
2022-08-15 09:00:51.584,24040.9,24199.3,23994.4,24172.7,1
2022-08-15 09:59:50.528,24172.7,24291.3,24129.1,24263.6,1
2022-08-15 11:01:00.544,24263.6,24305.1,23991.9,24048.8,1
2022-08-15 11:59:59.488,24048.8,24189.3,23900.1,23947.8,1
2022-08-15 12:58:58.432,23947.9,24192.4,23937.5,24155.7,1
2022-08-15 14:00:08.448,24155.6,24189.0,24079.2,24115.8,1
2022-08-15 14:59:07.392,24115.3,24258.8,24044.1,24223.6,1
2022-08-15 16:00:17.408,24223.6,24277.0,24151.3,24256.0,1
2022-08-15 16:59:16.352,24255.9,24274.2,24080.2,24116.1,1
2022-08-15 18:00:26.368,24116.1,24137.6,24034.5,24100.1,1
2022-08-15 18:59:25.312,24100.1,24162.1,23969.1,23980.8,1
2022-08-15 20:00:35.328,23981.3,24110.1,23976.6,24071.5,1
2022-08-15 20:59:34.272,24071.7,24141.3,23987.5,24023.1,1
2022-08-15 22:00:44.288,24023.5,24147.0,23975.7,24010.1,1
2022-08-15 22:59:43.232,24010.1,24187.2,23777.3,24102.0,1
2022-08-16 00:00:53.248,24102.0,24163.6,23962.4,24127.6,1
2022-08-16 00:59:52.192,24127.6,24244.7,24102.0,24111.3,1
2022-08-16 02:01:02.208,24111.3,24202.9,24025.6,24048.6,1
2022-08-16 03:00:01.152,24049.1,24180.5,23860.3,24083.7,1
2022-08-16 03:59:00.096,24083.8,24144.5,23943.6,23962.2,1
2022-08-16 05:00:10.112,23962.1,24003.9,23808.6,23948.5,1
2022-08-16 05:59:09.056,23948.5,24038.5,23916.3,24002.9,1
2022-08-16 07:00:19.072,24002.9,24069.5,23936.0,24069.5,1
2022-08-16 07:59:18.016,24069.5,24083.4,23972.0,23994.5,1
2022-08-16 09:00:28.032,23994.5,24119.3,23986.0,24078.6,1
2022-08-16 09:59:26.976,24078.6,24099.0,23997.0,24012.2,1
2022-08-16 11:00:36.992,24012.2,24148.8,23996.0,24035.4,1
2022-08-16 11:59:35.936,24035.4,24090.6,23886.2,23935.1,1
2022-08-16 13:00:45.952,23935.2,24018.1,23851.7,23896.8,1
2022-08-16 13:59:44.896,23896.8,23914.4,23685.4,23722.0,1
2022-08-16 15:00:54.912,23722.1,23923.4,23675.9,23899.1,1
2022-08-16 15:59:53.856,23899.1,23924.1,23694.5,23809.1,1
2022-08-16 17:01:03.872,23809.2,23896.2,23778.4,23863.3,1
2022-08-16 18:00:02.816,23863.3,24052.6,23715.4,23832.1,1
2022-08-16 18:59:01.760,23833.2,23971.4,23800.3,23936.2,1
2022-08-16 20:00:11.776,23936.1,23992.7,23904.1,23982.1,1
2022-08-16 20:59:10.720,23982.0,24000.1,23882.2,23947.7,1
2022-08-16 22:00:20.736,23948.0,23948.7,23807.9,23846.5,1
2022-08-16 22:59:19.680,23846.5,23899.9,23820.8,23858.5,1
2022-08-17 00:00:29.696,23858.5,24038.5,23827.5,24008.6,1
2022-08-17 00:59:28.640,24008.6,24063.7,23934.4,23945.4,1
2022-08-17 02:00:38.656,23945.5,24056.3,23904.0,23988.3,1
2022-08-17 02:59:37.600,23988.3,24082.9,23987.1,24009.2,1
2022-08-17 04:00:47.616,24009.5,24085.2,24009.1,24065.0,1
2022-08-17 04:59:46.560,24065.0,24164.6,24061.3,24163.1,1
2022-08-17 06:00:56.576,24163.0,24440.7,24159.6,24408.0,1
2022-08-17 06:59:55.520,24408.1,24425.5,23758.6,23787.9,1
2022-08-17 07:58:54.464,23787.9,23869.9,23736.7,23805.5,1
2022-08-17 09:00:04.480,23805.5,23916.0,23796.2,23836.3,1
2022-08-17 09:59:03.424,23836.6,23836.6,23698.2,23794.8,1
2022-08-17 11:00:13.440,23794.8,23824.7,23694.7,23746.9,1
2022-08-17 11:59:12.384,23746.9,23758.4,23545.3,23676.5,1
2022-08-17 13:00:22.400,23676.4,23682.9,23332.4,23428.1,1
2022-08-17 13:59:21.344,23428.3,23477.0,23331.2,23354.4,1
2022-08-17 15:00:31.360,23354.4,23465.7,23336.2,23396.7,1
2022-08-17 15:59:30.304,23396.7,23465.3,23338.8,23420.5,1
2022-08-17 17:00:40.320,23420.7,23482.2,23358.0,23470.7,1
2022-08-17 17:59:39.264,23470.4,23630.7,23360.7,23450.0,1
2022-08-17 19:00:49.280,23450.0,23493.8,23237.3,23274.3,1
