,alias,auctionEndTime,baseCcy,category,contTdSwTime,ctMult,ctType,ctVal,ctValCcy,expTime,futureSettlement,instFamily,instId,instIdCode,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,openType,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,tradeQuoteCcyList,uly
117,,,,1,,1,linear,100,HBAR,,False,HBAR-USDT,HBAR-USDT-SWAP,129258,SWAP,50,1692165300823,0.1,100000000.0000000000000000,20000000,100000000,,14000,14000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.00001,[],HBAR-USDT
118,,,,1,,1,linear,100,HMSTR,,False,HMSTR-USDT,HMSTR-USDT-SWAP,175743,SWAP,20,1727353800176,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0000001,[],HMSTR-USDT
119,,,,1,,1,linear,100,HOME,,False,HOME-USDT,HOME-USDT-SWAP,214392,SWAP,50,1749809700256,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],HOME-USDT
120,,,,1,,1,linear,100,HUMA,,False,HUMA-USDT,HUMA-USDT-SWAP,211893,SWAP,20,1748266200433,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],HUMA-USDT
121,,,,1,,1,linear,0.1,HYPE,,False,HYPE-USDT,HYPE-USDT-SWAP,198413,SWAP,20,1740121200506,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],HYPE-USDT
122,,,,1,,1,linear,0.01,ICP,,False,ICP-USDT,ICP-USDT-SWAP,21505,SWAP,20,1620982800000,1,100000000.0000000000000000,20000000,100000000,,3200000,3200000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],ICP-USDT
123,,,,1,,1,linear,10,ICX,,False,ICX-USDT,ICX-USDT-SWAP,149429,SWAP,20,1708687651159,1,100000000.0000000000000000,20000000,100000000,,5000,5000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],ICX-USDT
124,,,,1,,1,linear,1,IMX,,False,IMX-USDT,IMX-USDT-SWAP,46603,SWAP,50,1637218222034,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],IMX-USDT
125,,,,1,,1,linear,10,INIT,,False,INIT-USDT,INIT-USDT-SWAP,207523,SWAP,20,1745494200437,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],INIT-USDT
126,,,,1,,1,linear,0.1,INJ,,False,INJ-USDT,INJ-USDT-SWAP,139329,SWAP,50,1701345300667,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],INJ-USDT
127,,,,1,,1,linear,1000,IOST,,False,IOST-USDT,IOST-USDT-SWAP,10511,SWAP,20,1587463971000,1,100000000.0000000000000000,20000000,100000000,,4200,4200,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],IOST-USDT
128,,,,1,,1,linear,10,IOTA,,False,IOTA-USDT,IOTA-USDT-SWAP,10513,SWAP,20,1587463971000,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],IOTA-USDT
129,,,,1,,1,linear,1,IP,,False,IP-USDT,IP-USDT-SWAP,197343,SWAP,20,1739440801995,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],IP-USDT
130,,,,1,,1,linear,100,JELLYJELLY,,False,JELLYJELLY-USDT,JELLYJELLY-USDT-SWAP,203463,SWAP,20,1743004470352,1,100000000.0000000000000000,20000000,100000000,,3500,3500,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],JELLYJELLY-USDT
131,,,,1,,1,linear,10,JOE,,False,JOE-USDT,JOE-USDT-SWAP,144155,SWAP,20,1704966900579,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],JOE-USDT
132,,,,1,,1,linear,100,JST,,False,JST-USDT,JST-USDT-SWAP,10514,SWAP,20,1599559971000,1,100000000.0000000000000000,20000000,100000000,,2000,2000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],JST-USDT
133,,,,1,,1,linear,1,JTO,,False,JTO-USDT,JTO-USDT-SWAP,143865,SWAP,50,1704696900623,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],JTO-USDT
134,,,,1,,1,linear,10,JUP,,False,JUP-USDT,JUP-USDT-SWAP,146691,SWAP,50,1706717100211,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],JUP-USDT
135,,,,1,,1,linear,1,KAITO,,False,KAITO-USDT,KAITO-USDT-SWAP,198342,SWAP,50,1740060000331,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],KAITO-USDT
136,,,,1,,1,linear,100,KMNO,,False,KMNO-USDT,KMNO-USDT-SWAP,212316,SWAP,50,1748575800335,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],KMNO-USDT
137,,,,1,,1,linear,0.1,KSM,,False,KSM-USDT,KSM-USDT-SWAP,10517,SWAP,20,1599559971000,1,100000000.0000000000000000,20000000,100000000,,22000,22000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.01,[],KSM-USDT
138,,,,1,,1,linear,10,LA,,False,LA-USDT,LA-USDT-SWAP,214391,SWAP,50,1749808800320,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],LA-USDT
139,,,,1,,1,linear,10,LAUNCHCOIN,,False,LAUNCHCOIN-USDT,LAUNCHCOIN-USDT-SWAP,212924,SWAP,20,1748945700339,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],LAUNCHCOIN-USDT
140,,,,1,,1,linear,1,LAYER,,False,LAYER-USDT,LAYER-USDT-SWAP,197092,SWAP,20,1739284200817,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],LAYER-USDT
141,,,,1,,1,linear,1,LDO,,False,LDO-USDT,LDO-USDT-SWAP,114224,SWAP,50,1675321369323,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],LDO-USDT
142,,,,1,,1,linear,1,LINK,,False,LINK-USDT,LINK-USDT-SWAP,10519,SWAP,50,1582888608000,0.1,100000000.0000000000000000,20000000,100000000,,55000,55000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.001,[],LINK-USDT
143,,,,1,,1,linear,0.1,LPT,,False,LPT-USDT,LPT-USDT-SWAP,19721,SWAP,20,1619161200000,1,100000000.0000000000000000,20000000,100000000,,30000,30000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],LPT-USDT
144,,,,1,,1,linear,1,LQTY,,False,LQTY-USDT,LQTY-USDT-SWAP,144479,SWAP,20,1705053300717,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],LQTY-USDT
145,,,,1,,1,linear,10,LRC,,False,LRC-USDT,LRC-USDT-SWAP,10521,SWAP,20,1599646371000,1,100000000.0000000000000000,20000000,100000000,,25000,25000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],LRC-USDT
146,,,,1,,1,linear,1,LTC,,False,LTC-USDT,LTC-USDT-SWAP,10463,SWAP,50,1573557408000,0.1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.01,[],LTC-USDT
147,,,,1,,1,linear,1,LUNA,,False,LUNA-USDT,LUNA-USDT-SWAP,86333,SWAP,20,1653746082125,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],LUNA-USDT
148,,,,1,,1,linear,10000,LUNC,,False,LUNC-USDT,LUNC-USDT-SWAP,100396,SWAP,20,1662706704613,1,100000000.0000000000000000,20000000,100000000,,60000,60000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00000001,[],LUNC-USDT
149,,,,1,,1,linear,1,MAJOR,,False,MAJOR-USDT,MAJOR-USDT-SWAP,186446,SWAP,20,1732798800111,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],MAJOR-USDT
150,,,,1,,1,linear,10,MANA,,False,MANA-USDT,MANA-USDT-SWAP,16652,SWAP,20,1615539600000,1,100000000.0000000000000000,20000000,100000000,,22000,22000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],MANA-USDT
151,,,,1,,1,linear,1,MASK,,False,MASK-USDT,MASK-USDT-SWAP,15720,SWAP,20,1614841200000,1,100000000.0000000000000000,20000000,100000000,,45000,45000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],MASK-USDT
152,,,,1,,1,linear,1,ME,,False,ME-USDT,ME-USDT-SWAP,187915,SWAP,20,1733844600107,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],ME-USDT
153,,,,1,,1,linear,100,MEME,,False,MEME-USDT,MEME-USDT-SWAP,136870,SWAP,20,1699001700715,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],MEME-USDT
154,,,,1,,1,linear,1,MERL,,False,MERL-USDT,MERL-USDT-SWAP,156206,SWAP,20,1713522300606,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],MERL-USDT
155,,,,1,,1,linear,0.1,METIS,,False,METIS-USDT,METIS-USDT-SWAP,142725,SWAP,20,1703757300614,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.01,[],METIS-USDT
156,,,,1,,1,linear,1000,MEW,,False,MEW-USDT,MEW-USDT-SWAP,155695,SWAP,20,1713169500531,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],MEW-USDT
157,,,,1,,1,linear,1,MINA,,False,MINA-USDT,MINA-USDT-SWAP,23554,SWAP,20,1623229200000,1,100000000.0000000000000000,20000000,100000000,,85000,85000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],MINA-USDT
158,,,,1,,1,linear,0.01,MKR,,False,MKR-USDT,MKR-USDT-SWAP,10522,SWAP,50,1598004771000,0.1,100000000.0000000000000000,20000000,100000000,,7000,7000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.1,[],MKR-USDT
159,,,,1,,1,linear,1000000,MOG,,False,MOG-USDT,MOG-USDT-SWAP,218935,SWAP,50,1752729300240,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0000000001,[],MOG-USDT
160,,,,1,,1,linear,10,MOODENG,,False,MOODENG-USDT,MOODENG-USDT-SWAP,176639,SWAP,20,1727938802849,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],MOODENG-USDT
161,,,,1,,1,linear,1,MORPHO,,False,MORPHO-USDT,MORPHO-USDT-SWAP,186041,SWAP,20,1732528800980,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],MORPHO-USDT
162,,,,1,,1,linear,10,MOVE,,False,MOVE-USDT,MOVE-USDT-SWAP,187846,SWAP,20,1733749202646,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],MOVE-USDT
163,,,,1,,1,linear,100,MUBARAK,,False,MUBARAK-USDT,MUBARAK-USDT-SWAP,212925,SWAP,50,1748946600286,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],MUBARAK-USDT
164,,,,1,,1,linear,10,NEAR,,False,NEAR-USDT,NEAR-USDT-SWAP,10523,SWAP,50,1608544800000,0.1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.001,[],NEAR-USDT
165,,,,1,,1,linear,100,NEIROETH,,False,NEIROETH-USDT,NEIROETH-USDT-SWAP,173472,SWAP,20,1725616800257,1,100000000.0000000000000000,20000000,100000000,,4000,4000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],NEIROETH-USDT
166,,,,1,,1,linear,1000,NEIRO,,False,NEIRO-USDT,NEIRO-USDT-SWAP,176640,SWAP,20,1727939701217,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0000001,[],NEIRO-USDT
167,,,,1,,1,linear,1,NEO,,False,NEO-USDT,NEO-USDT-SWAP,10477,SWAP,20,1582888608000,1,100000000.0000000000000000,20000000,100000000,,11000,11000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],NEO-USDT
168,,,,1,,1,linear,10,NEWT,,False,NEWT-USDT,NEWT-USDT-SWAP,220517,SWAP,50,1753438500274,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],NEWT-USDT
169,,,,1,,1,linear,0.1,NMR,,False,NMR-USDT,NMR-USDT-SWAP,144154,SWAP,20,1704959700642,1,100000000.0000000000000000,20000000,100000000,,10000,10000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],NMR-USDT
170,,,,1,,1,linear,100,NOT,,False,NOT-USDT,NOT-USDT-SWAP,159068,SWAP,20,1715862465350,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],NOT-USDT
171,,,,1,,1,linear,1,NXPC,,False,NXPC-USDT,NXPC-USDT-SWAP,212923,SWAP,50,1748944800562,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],NXPC-USDT
172,,,,1,,1,linear,10,OL,,False,OL-USDT,OL-USDT-SWAP,185713,SWAP,20,1732266004408,1,100000000.0000000000000000,20000000,100000000,,30000,30000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],OL-USDT
173,,,,1,,1,linear,10,OM,,False,OM-USDT,OM-USDT-SWAP,149034,SWAP,20,1708417500167,0.1,100000000.0000000000000000,20000000,100000000,,1000,1000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.0001,[],OM-USDT
174,,,,1,,1,linear,10,ONDO,,False,ONDO-USDT,ONDO-USDT-SWAP,170039,SWAP,50,1722940203957,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],ONDO-USDT
175,,,,1,,1,linear,100,ONE,,False,ONE-USDT,ONE-USDT-SWAP,149035,SWAP,20,1708426039038,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],ONE-USDT
176,,,,1,,1,linear,10,ONT,,False,ONT-USDT,ONT-USDT-SWAP,10526,SWAP,20,1587463971000,1,100000000.0000000000000000,20000000,100000000,,35000,35000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],ONT-USDT
177,,,,1,,1,linear,1,OP,,False,OP-USDT,OP-USDT-SWAP,86647,SWAP,50,1654055717137,1,100000000.0000000000000000,20000000,100000000,,250000,250000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],OP-USDT
178,,,,1,,1,linear,100,ORBS,,False,ORBS-USDT,ORBS-USDT-SWAP,135177,SWAP,20,1697514900740,1,100000000.0000000000000000,20000000,100000000,,3000,3000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],ORBS-USDT
179,,,,1,,1,linear,0.1,ORDI,,False,ORDI-USDT,ORDI-USDT-SWAP,122045,SWAP,20,1684662900862,1,100000000.0000000000000000,20000000,100000000,,120000,120000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],ORDI-USDT
180,,,,1,,1,linear,10,PARTI,,False,PARTI-USDT,PARTI-USDT-SWAP,203329,SWAP,20,1742909400471,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],PARTI-USDT
181,,,,1,,1,linear,100,PENGU,,False,PENGU-USDT,PENGU-USDT-SWAP,189005,SWAP,20,1734450902264,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],PENGU-USDT
182,,,,1,,1,linear,100,PEOPLE,,False,PEOPLE-USDT,PEOPLE-USDT-SWAP,47664,SWAP,20,1638427889758,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],PEOPLE-USDT
183,,,,1,,1,linear,10000000,PEPE,,False,PEPE-USDT,PEPE-USDT-SWAP,120775,SWAP,50,1683086101049,0.1,100000000.0000000000000000,20000000,100000000,,25000,25000,100000000.0000000000000000,100000000.0000000000000000,0.1,,,,normal,USDT,live,,0.000000001,[],PEPE-USDT
184,,,,1,,1,linear,1,PERP,,False,PERP-USDT,PERP-USDT-SWAP,18135,SWAP,20,1617354000000,1,100000000.0000000000000000,20000000,100000000,,25000,25000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],PERP-USDT
185,,,,1,,1,linear,10,PLUME,,False,PLUME-USDT,PLUME-USDT-SWAP,209300,SWAP,20,1746689400330,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],PLUME-USDT
186,,,,1,,1,linear,10,PNUT,,False,PNUT-USDT,PNUT-USDT-SWAP,184109,SWAP,20,1731382200304,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],PNUT-USDT
187,,,,1,,1,linear,10,POL,,False,POL-USDT,POL-USDT-SWAP,175501,SWAP,50,1727166600128,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],POL-USDT
188,,,,1,,1,linear,10,POPCAT,,False,POPCAT-USDT,POPCAT-USDT-SWAP,172607,SWAP,20,1724922000651,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],POPCAT-USDT
189,,,,1,,1,linear,1,PRCL,,False,PRCL-USDT,PRCL-USDT-SWAP,155748,SWAP,20,1713273900088,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],PRCL-USDT
190,,,,1,,1,linear,10,PROMPT,,False,PROMPT-USDT,PROMPT-USDT-SWAP,205574,SWAP,20,1744291800317,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],PROMPT-USDT
191,,,,1,,1,linear,1000,PUMP,,False,PUMP-USDT,PUMP-USDT-SWAP,218603,SWAP,20,1752514200381,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],PUMP-USDT
192,,,,1,,1,linear,10,PYTH,,False,PYTH-USDT,PYTH-USDT-SWAP,138497,SWAP,50,1700492100712,1,100000000.0000000000000000,20000000,100000000,,25000,25000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],PYTH-USDT
193,,,,1,,1,linear,1,QTUM,,False,QTUM-USDT,QTUM-USDT-SWAP,10479,SWAP,20,1587463971000,1,100000000.0000000000000000,20000000,100000000,,17000,17000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],QTUM-USDT
194,,,,1,,1,linear,1,RAY,,False,RAY-USDT,RAY-USDT-SWAP,151470,SWAP,20,1710239100609,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],RAY-USDT
195,,,,1,,1,linear,1,RENDER,,False,RENDER-USDT,RENDER-USDT-SWAP,170252,SWAP,20,1723105800136,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.001,[],RENDER-USDT
196,,,,1,,1,linear,10,RESOLV,,False,RESOLV-USDT,RESOLV-USDT-SWAP,213805,SWAP,50,1749565800438,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],RESOLV-USDT
197,,,,1,,1,linear,100,RSR,,False,RSR-USDT,RSR-USDT-SWAP,10528,SWAP,20,1599646371000,1,100000000.0000000000000000,20000000,100000000,,150000,150000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],RSR-USDT
198,,,,1,,1,linear,10,RVN,,False,RVN-USDT,RVN-USDT-SWAP,19722,SWAP,20,1619161200000,1,100000000.0000000000000000,20000000,100000000,,270000,270000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],RVN-USDT
199,,,,1,,1,linear,10,S,,False,S-USDT,S-USDT-SWAP,193995,SWAP,50,1737450000523,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],S-USDT
200,,,,1,,1,linear,10,SAHARA,,False,SAHARA-USDT,SAHARA-USDT-SWAP,216072,SWAP,20,1750941000359,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],SAHARA-USDT
201,,,,1,,1,linear,10,SAND,,False,SAND-USDT,SAND-USDT-SWAP,18136,SWAP,50,1617354000000,1,100000000.0000000000000000,20000000,100000000,,25000,25000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SAND-USDT
202,,,,1,,1,linear,10000000,SATS,,False,SATS-USDT,SATS-USDT-SWAP,141681,SWAP,20,1702889700612,1,100000000.0000000000000000,20000000,100000000,,15000,15000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00000000001,[],SATS-USDT
203,,,,1,,1,linear,1,SCR,,False,SCR-USDT,SCR-USDT-SWAP,180937,SWAP,20,1729602002820,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SCR-USDT
204,,,,1,,1,linear,10,SHELL,,False,SHELL-USDT,SHELL-USDT-SWAP,199507,SWAP,20,1740657600557,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SHELL-USDT
205,,,,1,,1,linear,1000000,SHIB,,False,SHIB-USDT,SHIB-USDT-SWAP,21073,SWAP,50,1620550800000,0.1,100000000000.0000000000000000,20000000,100000000000,,35000,35000,100000000000.0000000000000000,100000000000.0000000000000000,0.1,,,,normal,USDT,live,,0.000000001,[],SHIB-USDT
206,,,,1,,1,linear,100,SIGN,,False,SIGN-USDT,SIGN-USDT-SWAP,208012,SWAP,20,1745839800340,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],SIGN-USDT
207,,,,1,,1,linear,10,SLP,,False,SLP-USDT,SLP-USDT-SWAP,40302,SWAP,20,1629972222770,1,100000000.0000000000000000,20000000,100000000,,270000,270000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],SLP-USDT
208,,,,1,,1,linear,1,SNX,,False,SNX-USDT,SNX-USDT-SWAP,10529,SWAP,20,1598004771000,1,100000000.0000000000000000,20000000,100000000,,35000,35000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SNX-USDT
209,,,,1,,1,linear,100,SOLV,,False,SOLV-USDT,SOLV-USDT-SWAP,193494,SWAP,20,1737108900454,1,100000000.0000000000000000,20000000,100000000,,9000,9000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.000001,[],SOLV-USDT
210,,,,1,,1,linear,1,SONIC,,False,SONIC-USDT,SONIC-USDT-SWAP,192092,SWAP,20,1736258400905,1,100000000.0000000000000000,20000000,100000000,,100000,100000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],SONIC-USDT
211,,,,1,,1,linear,10,SOON,,False,SOON-USDT,SOON-USDT-SWAP,211603,SWAP,20,1747999800456,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],SOON-USDT
212,,,,1,,1,linear,100,SOPH,,False,SOPH-USDT,SOPH-USDT-SWAP,212107,SWAP,50,1748439000413,1,100000000.0000000000000000,20000000,100000000,,20000,20000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.00001,[],SOPH-USDT
213,,,,1,,1,linear,1,SPX,,False,SPX-USDT,SPX-USDT-SWAP,218934,SWAP,50,1752728400453,1,100000000.0000000000000000,20000000,100000000,,50000,50000,100000000.0000000000000000,100000000.0000000000000000,1,,,,normal,USDT,live,,0.0001,[],SPX-USDT
