,alias,auctionEndTime,baseCcy,category,contTdSwTime,ctMult,ctType,ctVal,ctValCcy,expTime,futureSettlement,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,openType,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,uly
595,,,RENDER,1,,,,,,,False,,RENDER-USDT,SPOT,10,1721026800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.001,
596,,1600248000000,RIO,1,1600248000000,,,,,,False,,RIO-USDT,SPOT,,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
597,,1643287043000,RON,1,1643287043000,,,,,,False,,RON-USDT,SPOT,,1643287644000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
598,,,RPL,1,,,,,,,False,,RPL-USDT,SPOT,,1677664800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USDT,normal,,live,,0.001,
599,,,RSR,1,1611907688000,,,,,,False,,RSR-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.000001,
600,,1644809527000,RSS3,1,1644809527000,,,,,,False,,RSS3-USDT,SPOT,,1644810127000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
601,,,RUNECOIN,1,,,,,,,False,,RUNECOIN-USDT,SPOT,,1714471200000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USDT,normal,,live,,0.0000001,
602,,,RVN,1,1611907688000,,,,,,False,,RVN-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
603,,,S,1,1737442800000,,,,,,False,,S-USDT,SPOT,10,1737439200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
604,,,SAFE,1,,,,,,,False,,SAFE-USDT,SPOT,,1713857400000,0.001,999999999999999.0000000000000000,20000000,999999999999999,25000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
605,,,SAND,1,1616054894000,,,,,,False,,SAND-USDT,SPOT,10,1616054895000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
606,,,SATS,1,,,,,,,False,,SATS-USDT,SPOT,10,1702886400000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000000,fix_price,,USDT,normal,,live,,0.00000000001,
607,,1528705200000,SC,1,1528705200000,,,,,,False,,SC-USDT,SPOT,,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.000001,
608,,,SCR,1,1730707200000,,,,,,False,,SCR-USDT,SPOT,10,1730703600000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
609,,1647338030000,SD,1,1647338030000,,,,,,False,,SD-USDT,SPOT,,1647338573000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
610,,,SHIB,1,1620447257000,,,,,,False,,SHIB-USDT,SPOT,10,1620446728000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,call_auction,,USDT,normal,,live,,0.000000001,
611,,1617007316000,SKL,1,1617007316000,,,,,,False,,SKL-USDT,SPOT,,1617007316000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
612,,,SLERF,1,,,,,,,False,,SLERF-USDT,SPOT,10,1721721600000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USDT,normal,,live,,0.00001,
613,,,SLP,1,1629181771000,,,,,,False,,SLP-USDT,SPOT,10,1629354310000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.000001,
614,,1611907688000,SNT,1,1611907688000,,,,,,False,,SNT-USDT,SPOT,,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
615,,,SNX,1,1595575200000,,,,,,False,,SNX-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
616,,,SONIC,1,1736251200000,,,,,,False,,SONIC-USDT,SPOT,10,1736247600000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
617,,,SOPH,1,1748437200000,,,,,,False,,SOPH-USDT,SPOT,10,1748433600000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
618,,,SPURS,1,,,,,,,False,,SPURS-USDT,SPOT,,1698314400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
619,,,SSV,1,,,,,,,False,,SSV-USDT,SPOT,10,1677664800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USDT,normal,,live,,0.001,
620,,,STETH,1,,,,,,,False,,STETH-USDT,SPOT,10,1689674400000,0.000001,99999999999.0000000000000000,20000000,99999999999,1000000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.001,fix_price,,USDT,normal,,live,,0.01,
621,,,STORJ,1,1611907688000,,,,,,False,,STORJ-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
622,,,STRK,1,,,,,,,False,,STRK-USDT,SPOT,10,1708432800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
623,,,STX,1,1614853497000,,,,,,False,,STX-USDT,SPOT,10,1614853497000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
624,,,SUI,1,1683115200000,,,,,,False,,SUI-USDT,SPOT,10,1683114000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
625,,,SUSHI,1,1611907688000,,,,,,False,,SUSHI-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
626,,1663050873000,SWEAT,1,1663050873000,,,,,,False,,SWEAT-USDT,SPOT,,1663051473000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.000001,
627,,1611907688000,SWFTC,1,1611907688000,,,,,,False,,SWFTC-USDT,SPOT,,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.000001,
628,,,T,1,1648699056000,,,,,,False,,T-USDT,SPOT,10,1648699657000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
629,,,THETA,1,1611907688000,,,,,,False,,THETA-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
630,,,TIA,1,,,,,,,False,,TIA-USDT,SPOT,10,1698775200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USDT,normal,,live,,0.001,
631,,,TNSR,1,,,,,,,False,,TNSR-USDT,SPOT,10,1712589300000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
632,,1617960037000,TRA,1,1617960037000,,,,,,False,,TRA-USDT,SPOT,,1617963219000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
633,,,TRB,1,1611907688000,,,,,,False,,TRB-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,call_auction,,USDT,normal,,live,,0.01,
634,,,TRX,1,1611908285000,,,,,,False,,TRX-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.00001,
635,,,TURBO,1,,,,,,,False,,TURBO-USDT,SPOT,10,1684742400000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USDT,normal,,live,,0.000001,
636,,,ULTI,1,,,,,,,False,,ULTI-USDT,SPOT,,1717668000000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USDT,normal,,live,,0.000001,
637,,,UMA,1,1611908288000,,,,,,False,,UMA-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.001,
638,,,UNI,1,1611907688000,,,,,,False,,UNI-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,call_auction,,USDT,normal,,live,,0.001,
639,,,USDC,1,1539591600000,,,,,,False,,USDC-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
640,,1749646800000,USDG,1,1749646800000,,,,,,False,,USDG-USDT,SPOT,,1749643200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
641,,,USTC,1,1653637016000,,,,,,False,,USTC-USDT,SPOT,10,1653637616000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
642,,,UXLINK,1,,,,,,,False,,UXLINK-USDT,SPOT,10,1721289600000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USDT,normal,,live,,0.0001,
643,,1615192253000,VELO,1,1615192253000,,,,,,False,,VELO-USDT,SPOT,,1615192253000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.000001,
644,,,VELODROME,1,,,,,,,False,,VELODROME-USDT,SPOT,,1679040000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USDT,normal,,live,,0.00001,
645,,,VENOM,1,,,,,,,False,,VENOM-USDT,SPOT,,1711353600000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,USDT,normal,,live,,0.00001,
646,,,VINE,1,1737885600000,,,,,,False,,VINE-USDT,SPOT,10,1737882000000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
647,,1619592297000,VRA,1,1619592297000,,,,,,False,,VRA-USDT,SPOT,,1619591733000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.000001,
648,,,W,1,,,,,,,False,,W-USDT,SPOT,10,1712145600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USDT,normal,,live,,0.00001,
649,,,WAXP,1,1644554724000,,,,,,False,,WAXP-USDT,SPOT,10,1644555324000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
650,,1611908288000,WBTC,1,1611908288000,,,,,,False,,WBTC-USDT,SPOT,,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,call_auction,,USDT,normal,,live,,0.1,
651,,,WCT,1,1744714800000,,,,,,False,,WCT-USDT,SPOT,10,1744711200000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
652,,,WIF,1,,,,,,,False,,WIF-USDT,SPOT,10,1713171600000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
653,,1638425746000,WIN,1,1638425746000,,,,,,False,,WIN-USDT,SPOT,,1638426346000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000,call_auction,,USDT,normal,,live,,0.00000001,
654,,,WLD,1,,,,,,,False,,WLD-USDT,SPOT,10,1690190400000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
655,,,WOO,1,1639549099000,,,,,,False,,WOO-USDT,SPOT,10,1639549699000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
656,,1729771200000,X,1,1729771200000,,,,,,False,,X-USDT,SPOT,,1729767600000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000,call_auction,,USDT,normal,,live,,0.00000001,
657,,,XAUT,1,1658200170000,,,,,,False,,XAUT-USDT,SPOT,10,1658200770000,0.000001,999999999999.0000000000000000,20000000,999999999999,75000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,call_auction,,USDT,normal,,live,,0.1,
658,,,XCH,1,1620051493000,,,,,,False,,XCH-USDT,SPOT,10,1620050929000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,call_auction,,USDT,normal,,live,,0.01,
659,,,XLM,1,1611908286000,,,,,,False,,XLM-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.00001,
660,,1654682715000,XNO,1,1654682715000,,,,,,False,,XNO-USDT,SPOT,,1654683315000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
661,,,XTZ,1,1553070000000,,,,,,False,,XTZ-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,call_auction,,USDT,normal,,live,,0.0001,
662,,,YFI,1,1611908289000,,,,,,False,,YFI-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0005,call_auction,,USDT,normal,,live,,1,
663,,,YGG,1,1627382335000,,,,,,False,,YGG-USDT,SPOT,10,1627468177000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
664,,,ZBCN,1,,,,,,,False,,ZBCN-USDT,SPOT,,1713254400000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,1000,fix_price,,USDT,normal,,live,,0.0000001,
665,,,ZENT,1,,,,,,,False,,ZENT-USDT,SPOT,10,1714975200000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USDT,normal,,live,,0.000001,
666,,,ZETA,1,,,,,,,False,,ZETA-USDT,SPOT,10,1706756400000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
667,,,ZEUS,1,,,,,,,False,,ZEUS-USDT,SPOT,,1712239200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USDT,normal,,live,,0.0001,
668,,,ZIL,1,1525854000000,,,,,,False,,ZIL-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,100,call_auction,,USDT,normal,,live,,0.00001,
669,,,ZK,1,,,,,,,False,,ZK-USDT,SPOT,10,1718697600000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USDT,normal,,live,,0.00001,
670,,,ZKJ,1,,,,,,,False,,ZKJ-USDT,SPOT,,1718607600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.0001,
671,,,ZRO,1,,,,,,,False,,ZRO-USDT,SPOT,10,1718884800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USDT,normal,,live,,0.001,
672,,,ZRX,1,1611907689000,,,,,,False,,ZRX-USDT,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,call_auction,,USDT,normal,,live,,0.0001,
673,,,BTC,1,1542788400000,,,,,,False,,BTC-USDC,SPOT,10,1611907686000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,call_auction,,USDC,normal,,live,,0.1,
674,,,ETH,1,1542788400000,,,,,,False,,ETH-USDC,SPOT,10,1611907686000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.0001,call_auction,,USDC,normal,,live,,0.01,
675,,1611907690000,OKB,1,1611907690000,,,,,,False,,OKB-USDC,SPOT,,1611907686000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,6000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,call_auction,,USDC,normal,,live,,0.01,
676,,,SOL,1,1653284556000,,,,,,False,,SOL-USDC,SPOT,10,1653285156000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,call_auction,,USDC,normal,,live,,0.01,
677,,1656386993000,TON,1,1656386993000,,,,,,False,,TON-USDC,SPOT,,1656387593000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,call_auction,,USDC,normal,,live,,0.001,
678,,,DOGE,1,1653284660000,,,,,,False,,DOGE-USDC,SPOT,10,1653285260000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,call_auction,,USDC,normal,,live,,0.00001,
679,,,XRP,1,1611908290000,,,,,,False,,XRP-USDC,SPOT,10,1611907686000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,call_auction,,USDC,normal,,live,,0.0001,
680,,,PEPE,1,,,,,,,False,,PEPE-USDC,SPOT,,1715670000000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USDC,normal,,live,,0.000000001,
681,,1655786420000,1INCH,1,1655786420000,,,,,,False,,1INCH-USDC,SPOT,,1655787020000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,call_auction,,USDC,normal,,live,,0.0001,
682,,,AAVE,1,1654583329000,,,,,,False,,AAVE-USDC,SPOT,5,1654583929000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,call_auction,,USDC,normal,,live,,0.01,
683,,,ADA,1,1653285480000,,,,,,False,,ADA-USDC,SPOT,10,1653286080000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,call_auction,,USDC,normal,,live,,0.0001,
684,,,AEVO,1,,,,,,,False,,AEVO-USDC,SPOT,,1728896400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDC,normal,,live,,0.00001,
685,,1658814663000,AGLD,1,1658814663000,,,,,,False,,AGLD-USDC,SPOT,,1658815263000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,call_auction,,USDC,normal,,live,,0.0001,
686,,,ALGO,1,1655119332000,,,,,,False,,ALGO-USDC,SPOT,5,1655119932000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,call_auction,,USDC,normal,,live,,0.0001,
687,,,APE,1,1653285219000,,,,,,False,,APE-USDC,SPOT,5,1653285819000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,call_auction,,USDC,normal,,live,,0.0001,
688,,,APT,1,1666086289000,,,,,,False,,APT-USDC,SPOT,10,1666086889000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,call_auction,,USDC,normal,,live,,0.001,
689,,,ARB,1,,,,,,,False,,ARB-USDC,SPOT,,1716188400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USDC,normal,,live,,0.0001,
690,,,ARKM,1,,,,,,,False,,ARKM-USDC,SPOT,,1731922500000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USDC,normal,,live,,0.0001,
691,,,ATH,1,,,,,,,False,,ATH-USDC,SPOT,,1728896700000,0.1,9999999999999999.0000000000000000,20000000,9999999999999999,1000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USDC,normal,,live,,0.00001,
692,,,ATOM,1,1653974013000,,,,,,False,,ATOM-USDC,SPOT,5,1653974613000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,call_auction,,USDC,normal,,live,,0.001,
693,,,AVAX,1,1653285382000,,,,,,False,,AVAX-USDC,SPOT,10,1653285982000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,call_auction,,USDC,normal,,live,,0.001,
694,,,BCH,1,1555575600000,,,,,,False,,BCH-USDC,SPOT,10,1611907686000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.01,call_auction,,USDC,normal,,live,,0.1,
695,,1676355733000,BLUR,1,1676355733000,,,,,,False,,BLUR-USDC,SPOT,,1676356333000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,call_auction,,USDC,normal,,live,,0.00001,
696,,,BONK,1,,,,,,,False,,BONK-USDC,SPOT,,1730190000000,1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USDC,normal,,live,,0.000000001,
