,alias,auctionEndTime,baseCcy,category,contTdSwTime,ctMult,ctType,ctVal,ctValCcy,expTime,futureSettlement,instFamily,instId,instType,lever,listTime,lotSz,maxIcebergSz,maxLmtAmt,maxLmtSz,maxMktAmt,maxMktSz,maxStopSz,maxTriggerSz,maxTwapSz,minSz,openType,optType,quoteCcy,ruleType,settleCcy,state,stk,tickSz,uly
0,,,USDT,1,,,,,,,False,,USDT-SGD,SPOT,,1734678000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,SGD,normal,,live,,0.0001,
1,,,USDC,1,,,,,,,False,,USDC-SGD,SPOT,,1734678600000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,SGD,normal,,live,,0.0001,
2,,,BTC,1,,,,,,,False,,BTC-AUD,SPOT,,1723782600000,0.0000001,99999999999.0000000000000000,20000000,99999999999,46000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.0001,fix_price,,AUD,normal,,live,,0.1,
3,,,ETH,1,,,,,,,False,,ETH-AUD,SPOT,,1723784400000,0.0000001,99999999999.0000000000000000,20000000,99999999999,45000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.0001,fix_price,,AUD,normal,,live,,0.1,
4,,,SOL,1,,,,,,,False,,SOL-AUD,SPOT,,1733798100000,0.000001,999999999999.0000000000000000,20000000,999999999999,37000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,fix_price,,AUD,normal,,live,,0.01,
5,,,XRP,1,,,,,,,False,,XRP-AUD,SPOT,,1733798400000,0.0001,999999999999.0000000000000000,20000000,999999999999,38000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,AUD,normal,,live,,0.0001,
6,,,TRUMP,1,,,,,,,False,,TRUMP-AUD,SPOT,,1737543000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,9000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,AUD,normal,,live,,0.001,
7,,,USDT,1,,,,,,,False,,USDT-AUD,SPOT,,1723779000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,250000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,AUD,normal,,live,,0.0001,
8,,,USDC,1,,,,,,,False,,USDC-AUD,SPOT,,1723780800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,140000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,AUD,normal,,live,,0.0001,
9,,,BTC,1,,,,,,,False,,BTC-AED,SPOT,,1726545900000,0.000000001,999999999.0000000000000000,20000000,999999999,1000000,1000000,1000000,999999999.0000000000000000,999999999.0000000000000000,0.000001,fix_price,,AED,normal,,live,,1,
10,,,ETH,1,,,,,,,False,,ETH-AED,SPOT,,1726546200000,0.00000001,9999999999.0000000000000000,20000000,9999999999,35000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.00001,fix_price,,AED,normal,,live,,0.1,
11,,,SOL,1,,,,,,,False,,SOL-AED,SPOT,,1733799900000,0.0000001,99999999999.0000000000000000,20000000,99999999999,36000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.001,fix_price,,AED,normal,,live,,0.1,
12,,,XRP,1,,,,,,,False,,XRP-AED,SPOT,,1733800200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,36000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,AED,normal,,live,,0.001,
13,,,TRUMP,1,,,,,,,False,,TRUMP-AED,SPOT,,1737542400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,9000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,AED,normal,,live,,0.01,
14,,,USDT,1,,,,,,,False,,USDT-AED,SPOT,,1726545600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,430000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,AED,normal,,live,,0.001,
15,,,BTC,1,,,,,,,False,,BTC-BRL,SPOT,,1707359400000,0.00000001,9999999999.0000000000000000,20000000,9999999999,35000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.0001,fix_price,,BRL,normal,,live,,1,
16,,,ETH,1,,,,,,,False,,ETH-BRL,SPOT,,1707360300000,0.0000001,99999999999.0000000000000000,20000000,99999999999,28000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.001,fix_price,,BRL,normal,,live,,0.1,
17,,,SOL,1,,,,,,,False,,SOL-BRL,SPOT,,1733799300000,0.000001,999999999999.0000000000000000,20000000,999999999999,11000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,fix_price,,BRL,normal,,live,,0.1,
18,,,XRP,1,,,,,,,False,,XRP-BRL,SPOT,,1733799600000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,12000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,fix_price,,BRL,normal,,live,,0.001,
19,,,PI,1,,,,,,,False,,PI-BRL,SPOT,,1741338000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,BRL,normal,,live,,0.001,
20,,,TRUMP,1,,,,,,,False,,TRUMP-BRL,SPOT,,1737542100000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,5000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,BRL,normal,,live,,0.01,
21,,,PEPE,1,,,,,,,False,,PEPE-BRL,SPOT,,1715045400000,1,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,BRL,normal,,live,,0.00000001,
22,,,USDT,1,,,,,,,False,,USDT-BRL,SPOT,,1707361200000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,1,fix_price,,BRL,normal,,live,,0.001,
23,,,USDC,1,,,,,,,False,,USDC-BRL,SPOT,,1715044800000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,170000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,1,fix_price,,BRL,normal,,live,,0.001,
24,,,BTC,1,,,,,,,False,,BTC-EUR,SPOT,,1700539860000,0.00000001,9999999999.0000000000000000,20000000,9999999999,1000000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.0001,fix_price,,EUR,normal,,live,,0.1,
25,,,ETH,1,,,,,,,False,,ETH-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,640000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,fix_price,,EUR,normal,,live,,0.01,
26,,,SOL,1,,,,,,,False,,SOL-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,71000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,EUR,normal,,live,,0.01,
27,,,TON,1,,,,,,,False,,TON-EUR,SPOT,,1710393000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
28,,,DOGE,1,,,,,,,False,,DOGE-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,12000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
29,,,XRP,1,,,,,,,False,,XRP-EUR,SPOT,,1710383400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
30,,,PI,1,,,,,,,False,,PI-EUR,SPOT,,1741336200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
31,,,TRUMP,1,,,,,,,False,,TRUMP-EUR,SPOT,,1737542700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,9000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
32,,,1INCH,1,,,,,,,False,,1INCH-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.0001,
33,,,AAVE,1,,,,,,,False,,AAVE-EUR,SPOT,,1710389100000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,EUR,normal,,live,,0.01,
34,,,ADA,1,,,,,,,False,,ADA-EUR,SPOT,,1700539860000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,14000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.0001,
35,,,ALGO,1,,,,,,,False,,ALGO-EUR,SPOT,,1710388200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.0001,
36,,,APE,1,,,,,,,False,,APE-EUR,SPOT,,1710390600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
37,,,APT,1,,,,,,,False,,APT-EUR,SPOT,,1710385500000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,4000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
38,,,ARB,1,,,,,,,False,,ARB-EUR,SPOT,,1710387300000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
39,,,ASTR,1,,,,,,,False,,ASTR-EUR,SPOT,,1710391800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
40,,,ATOM,1,,,,,,,False,,ATOM-EUR,SPOT,,1710384900000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,4000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
41,,,AVAX,1,,,,,,,False,,AVAX-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
42,,,AXS,1,,,,,,,False,,AXS-EUR,SPOT,,1710391200000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.001,
43,,,BAL,1,,,,,,,False,,BAL-EUR,SPOT,,1715073000000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
44,,,BAT,1,,,,,,,False,,BAT-EUR,SPOT,,1715073600000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.0001,
45,,,CHZ,1,,,,,,,False,,CHZ-EUR,SPOT,,1710390900000,0.001,999999999999999.0000000000000000,20000000,999999999999999,7000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
46,,,COMP,1,,,,,,,False,,COMP-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.01,
47,,,CRO,1,,,,,,,False,,CRO-EUR,SPOT,,1710387000000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
48,,,CRV,1,,,,,,,False,,CRV-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
49,,,DOT,1,,,,,,,False,,DOT-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,4000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
50,,,DYDX,1,,,,,,,False,,DYDX-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
51,,,EGLD,1,,,,,,,False,,EGLD-EUR,SPOT,,1710388500000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,1000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.01,
52,,,FET,1,,,,,,,False,,FET-EUR,SPOT,,1710991800000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
53,,,FLOW,1,,,,,,,False,,FLOW-EUR,SPOT,,1710388800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
54,,,FLR,1,,,,,,,False,,FLR-EUR,SPOT,,1710387900000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,EUR,normal,,live,,0.00001,
55,,,FXS,1,,,,,,,False,,FXS-EUR,SPOT,,1710990000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.001,
56,,,GRT,1,,,,,,,False,,GRT-EUR,SPOT,,1710386700000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
57,,,HBAR,1,,,,,,,False,,HBAR-EUR,SPOT,,1710394200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
58,,,ICP,1,,,,,,,False,,ICP-EUR,SPOT,,1710393300000,0.00001,9999999999999.0000000000000000,20000000,9999999999999,3000,1000000,1000000,9999999999999.0000000000000000,9999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
59,,,IMX,1,,,,,,,False,,IMX-EUR,SPOT,,1710393600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
60,,,INJ,1,,,,,,,False,,INJ-EUR,SPOT,,1710993600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
61,,,JTO,1,,,,,,,False,,JTO-EUR,SPOT,,1715074800000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.001,
62,,,LDO,1,,,,,,,False,,LDO-EUR,SPOT,,1710392400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
63,,,LINK,1,,,,,,,False,,LINK-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
64,,,LTC,1,,,,,,,False,,LTC-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,68000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,EUR,normal,,live,,0.01,
65,,,LUNC,1,,,,,,,False,,LUNC-EUR,SPOT,,1715076600000,1,9999999999999999.0000000000000000,20000000,9999999999999999,3000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10000,fix_price,,EUR,normal,,live,,0.00000001,
66,,,MANA,1,,,,,,,False,,MANA-EUR,SPOT,,1710392100000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.0001,
67,,,MINA,1,,,,,,,False,,MINA-EUR,SPOT,,1710389400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
68,,,MKR,1,,,,,,,False,,MKR-EUR,SPOT,,1710387600000,0.0000001,99999999999.0000000000000000,20000000,99999999999,3000,1000000,1000000,99999999999.0000000000000000,99999999999.0000000000000000,0.001,fix_price,,EUR,normal,,live,,0.1,
69,,,OP,1,,,,,,,False,,OP-EUR,SPOT,,1710393900000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
70,,,SAND,1,,,,,,,False,,SAND-EUR,SPOT,,1710390300000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.0001,
71,,,SHIB,1,,,,,,,False,,SHIB-EUR,SPOT,,1700539860000,1,9999999999999999.0000000000000000,20000000,9999999999999999,4000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,50000,fix_price,,EUR,normal,,live,,0.000000001,
72,,,SNX,1,,,,,,,False,,SNX-EUR,SPOT,,1710389700000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
73,,,STX,1,,,,,,,False,,STX-EUR,SPOT,,1710385200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
74,,,SUI,1,,,,,,,False,,SUI-EUR,SPOT,,1715072400000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
75,,,SUSHI,1,,,,,,,False,,SUSHI-EUR,SPOT,,1700049745000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
76,,,TRX,1,,,,,,,False,,TRX-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
77,,,UNI,1,,,,,,,False,,UNI-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,6000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,EUR,normal,,live,,0.001,
78,,,USDT,1,,,,,,,False,,USDT-EUR,SPOT,,1700049040000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
79,,,USDC,1,,,,,,,False,,USDC-EUR,SPOT,,1700539860000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
80,,,WIF,1,,,,,,,False,,WIF-EUR,SPOT,,1715074200000,0.001,999999999999999.0000000000000000,20000000,999999999999999,3000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
81,,,WOO,1,,,,,,,False,,WOO-EUR,SPOT,,1710988200000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
82,,,XLM,1,,,,,,,False,,XLM-EUR,SPOT,,1710386400000,0.001,999999999999999.0000000000000000,20000000,999999999999999,4000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.00001,
83,,,XTZ,1,,,,,,,False,,XTZ-EUR,SPOT,,1710391500000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,3000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,EUR,normal,,live,,0.0001,
84,,,YGG,1,,,,,,,False,,YGG-EUR,SPOT,,1715076000000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,EUR,normal,,live,,0.0001,
85,,,BTC,1,,,,,,,False,,BTC-USD,SPOT,,1733454000000,0.00000001,9999999999.0000000000000000,20000000,9999999999,660000,1000000,1000000,9999999999.0000000000000000,9999999999.0000000000000000,0.0001,fix_price,,USD,normal,,live,,0.1,
86,,,ETH,1,,,,,,,False,,ETH-USD,SPOT,,1733455800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.001,fix_price,,USD,normal,,live,,0.01,
87,,,SOL,1,,,,,,,False,,SOL-USD,SPOT,,1733457600000,0.000001,999999999999.0000000000000000,20000000,999999999999,72000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,USD,normal,,live,,0.01,
88,,,TON,1,,,,,,,False,,TON-USD,SPOT,,1744093200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
89,,,DOGE,1,,,,,,,False,,DOGE-USD,SPOT,,1736907600000,0.000001,999999999999.0000000000000000,20000000,999999999999,48000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
90,,,XRP,1,,,,,,,False,,XRP-USD,SPOT,,1733797800000,0.000001,999999999999.0000000000000000,20000000,999999999999,79000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
91,,,PI,1,,,,,,,False,,PI-USD,SPOT,,1740108600000,0.001,999999999999999.0000000000000000,20000000,999999999999999,1000000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
92,,,TRUMP,1,,,,,,,False,,TRUMP-USD,SPOT,,1737309000000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,5000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
93,,,PEPE,1,,,,,,,False,,PEPE-USD,SPOT,,1736911200000,1,9999999999999999.0000000000000000,20000000,9999999999999999,18000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100000,fix_price,,USD,normal,,live,,0.000000001,
94,,,RESOLV,1,,,,,,,False,,RESOLV-USD,SPOT,,1749571200000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
95,,,A,1,,,,,,,False,,A-USD,SPOT,,1748520000000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,1000000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
96,,,AAVE,1,,,,,,,False,,AAVE-USD,SPOT,,1736907900000,0.000001,999999999999.0000000000000000,20000000,999999999999,3000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.01,fix_price,,USD,normal,,live,,0.01,
97,,,ACA,1,,,,,,,False,,ACA-USD,SPOT,,1742882400000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
98,,,ACE,1,,,,,,,False,,ACE-USD,SPOT,,1742277600000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,2000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
99,,,ACH,1,,,,,,,False,,ACH-USD,SPOT,,1738923000000,0.01,9999999999999999.0000000000000000,20000000,9999999999999999,4000,1000000,1000000,9999999999999999.0000000000000000,9999999999999999.0000000000000000,100,fix_price,,USD,normal,,live,,0.00001,
100,,,ADA,1,,,,,,,False,,ADA-USD,SPOT,,1743487200000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,6000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
101,,,AERGO,1,,,,,,,False,,AERGO-USD,SPOT,,1742277900000,0.000001,999999999999.0000000000000000,20000000,999999999999,2000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.00001,
102,,,AEVO,1,,,,,,,False,,AEVO-USD,SPOT,,1743487500000,0.0001,99999999999999.0000000000000000,20000000,99999999999999,1000000,1000000,1000000,99999999999999.0000000000000000,99999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.00001,
103,,,AGLD,1,,,,,,,False,,AGLD-USD,SPOT,,1743487800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.0001,
104,,,AIXBT,1,,,,,,,False,,AIXBT-USD,SPOT,,1740032700000,0.001,999999999999999.0000000000000000,20000000,999999999999999,2000,1000000,1000000,999999999999999.0000000000000000,999999999999999.0000000000000000,1,fix_price,,USD,normal,,live,,0.00001,
105,,,ALCX,1,,,,,,,False,,ALCX-USD,SPOT,,1744264800000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,0.1,fix_price,,USD,normal,,live,,0.001,
106,,,ALGO,1,,,,,,,False,,ALGO-USD,SPOT,,1743488100000,0.000001,999999999999.0000000000000000,20000000,999999999999,1000000,1000000,1000000,999999999999.0000000000000000,999999999999.0000000000000000,10,fix_price,,USD,normal,,live,,0.0001,
