datetime,open,high,low,close,vol
2025-06-07 12:00:59.904,105086.4,105706.1,105079.2,105399.9,425836.99
2025-06-07 12:59:58.848,105399.9,105749.6,105238,105545.6,251439.37
2025-06-07 13:58:57.792,105545.5,105620,105328.7,105364.1,190726.96
2025-06-07 15:00:07.808,105364.1,105528.7,105257.8,105502.1,112961.38
2025-06-07 15:59:06.752,105502.1,105618,105214.7,105296.2,182201.62
2025-06-07 17:00:16.768,105296.3,105508,105280.9,105349.1,96872.62
2025-06-07 17:59:15.712,105349.1,105875.2,105349,105570.3,246711.99
2025-06-07 19:00:25.728,105570.2,105831.9,105558.7,105680,120520.36
2025-06-07 19:59:24.672,105680,105875.2,105679.9,105808.4,96733.91
2025-06-07 21:00:34.688,105808.4,105821.6,105642.8,105703.8,54560.27
2025-06-07 21:59:33.632,105703.9,105860.5,105612.2,105758.3,83188.37
2025-06-07 23:00:43.648,105758.3,105758.4,105469.9,105502.9,96856.43
2025-06-07 23:59:42.592,105502.9,105618.9,105376.4,105414.7,115773.96
2025-06-08 01:00:52.608,105414.8,105741.9,105350,105637,112580.72
2025-06-08 01:59:51.552,105637.1,105637.1,105380,105390.6,86402.43
2025-06-08 03:01:01.568,105390.7,105456.4,105348,105431.5,68802.73
2025-06-08 04:00:00.512,105431.5,105600.6,105358.6,105556.9,81844.07
2025-06-08 04:58:59.456,105556.9,105587.1,105366,105387.1,71163.17
2025-06-08 06:00:09.472,105387,105560.2,105377,105400,71180.8
2025-06-08 06:59:08.416,105400.1,105520,105365.3,105388,76454.88
2025-06-08 08:00:18.432,105388,105466,105321.2,105339.5,80505.84
2025-06-08 08:59:17.376,105339.5,105370,105018,105080.1,279865.91
2025-06-08 10:00:27.392,105080.1,105423.4,104919.3,105300,287462.21
2025-06-08 10:59:26.336,105300.1,105677.9,105300,105624.8,249193.12
2025-06-08 12:00:36.352,105624.9,105724.3,105450,105658.9,205788.34
2025-06-08 12:59:35.296,105658.8,106111,105501.9,105570.1,442276.56
2025-06-08 14:00:45.312,105570.1,105855.9,105510.3,105773.2,171354.62
2025-06-08 14:59:44.256,105773.2,106040,105766,105929.9,224490
2025-06-08 16:00:54.272,105930,106288,105891.3,106144.2,294926.36
2025-06-08 16:59:53.216,106144.1,106321,106035.1,106035.1,160690.48
2025-06-08 18:01:03.232,106035.2,106272.2,105977,106256.6,116200.51
2025-06-08 19:00:02.176,106256.6,106278.8,106121.9,106247.2,58728.34
2025-06-08 19:59:01.120,106247.2,106279.2,106070,106107.1,68382.51
2025-06-08 21:00:11.136,106107.1,106450,106107,106282.6,123055.67
2025-06-08 21:59:10.080,106282.6,106326,105616,105717.8,270570.69
2025-06-08 23:00:20.096,105717.8,105737.1,105518,105680,196262.8
2025-06-08 23:59:19.040,105680,105932.7,105536.2,105655.5,212124.33
2025-06-09 01:00:29.056,105656.9,105705.2,105370.4,105476,165627.51
2025-06-09 01:59:28.000,105475.9,105675.8,105423.8,105505.5,168366.84
2025-06-09 03:00:38.016,105505.4,105654.2,105238,105608.8,217560.43
2025-06-09 03:59:36.960,105608.8,105666.7,105363.6,105393.6,102807.81
2025-06-09 05:00:46.976,105393.6,105477.7,105280,105326.1,118604.52
2025-06-09 05:59:45.920,105326.2,105650,105271.6,105641.2,133752.12
2025-06-09 07:00:55.936,105641.3,105641.3,105444.1,105513.1,96003.32
2025-06-09 07:59:54.880,105513.1,105891.3,105425.9,105880.1,196909.6
2025-06-09 09:01:04.896,105880,106880.1,105770.1,106559,854271.7
2025-06-09 10:00:03.840,106559.1,107431.1,106507,107130,969727.53
2025-06-09 10:59:02.784,107130,107770.1,107076,107700,636852.51
2025-06-09 12:00:12.800,107700,107894.7,107500,107683.9,367689.74
2025-06-09 12:59:11.744,107683.8,107832.7,106784.7,106959.7,801403.47
2025-06-09 14:00:21.760,106959.8,107999,106959.8,107563.6,750219.81
2025-06-09 14:59:20.704,107563.5,107979.8,107470.1,107580.1,375970.17
2025-06-09 16:00:30.720,107580,108099.8,107580,107653,391704.04
2025-06-09 16:59:29.664,107653.1,108385.8,107615.5,108292.9,455711.31
2025-06-09 18:00:39.680,108292.9,108499.5,108222.2,108393.4,278492.49
2025-06-09 18:59:38.624,108393.5,108765.2,108283.4,108517.3,361206.54
2025-06-09 20:00:48.640,108517.3,108687.9,108391.6,108643.6,115743.12
2025-06-09 20:59:47.584,108643.7,110649.5,108643.6,109936,1370458.5
2025-06-09 22:00:57.600,109936,110400,109687.7,110134.5,410255.19
2025-06-09 22:59:56.544,110134.6,110268,109839.9,110220,304382.56
2025-06-09 23:58:55.488,110220,110265,109864.7,109869,297650.63
2025-06-10 01:00:05.504,109869,109914.3,109606.2,109750.1,236545.77
2025-06-10 01:59:04.448,109750.1,109750.1,109325,109596.3,337734.86
2025-06-10 03:00:14.464,109596.3,109637.8,109333.1,109526,181366.93
2025-06-10 03:59:13.408,109526,109600,109311.2,109491.1,125160.28
2025-06-10 05:00:23.424,109491.3,109688,109134.9,109261.4,266428.36
2025-06-10 05:59:22.368,109261.4,109614.7,109088,109457.1,232079.48
2025-06-10 07:00:32.384,109457.2,109477.1,109052.1,109173.9,207179.39
2025-06-10 07:59:31.328,109173.9,109375,109002.4,109043.9,194636.84
2025-06-10 09:00:41.344,109043.9,109475.3,109020.6,109457.7,180057.97
2025-06-10 09:59:40.288,109457.7,109529.9,109216.4,109256.2,170580.59
2025-06-10 11:00:50.304,109256.2,109816,109150,109500,475330.84
2025-06-10 11:59:49.248,109499.9,109650,109352.1,109643,227672.7
2025-06-10 13:00:59.264,109642.9,109879.4,108782.1,109270,658679.14
2025-06-10 13:59:58.208,109269.9,109294.4,108444,108583.1,569737.64
2025-06-10 14:58:57.152,108583,109183.6,108274.1,108974.8,537350.02
2025-06-10 16:00:07.168,108974.8,109215.6,108626,108671.9,218418.96
2025-06-10 16:59:06.112,108671.9,109013.2,108561.7,108663.6,134255.84
2025-06-10 18:00:16.128,108663.6,109444,108468.3,109232.9,219078.6
2025-06-10 18:59:15.072,109232.9,110364.1,109232.9,109470,617662.38
2025-06-10 20:00:25.088,109470,109969.1,109180.2,109919.2,198169.62
2025-06-10 20:59:24.032,109919.1,109956.8,109367.4,109816.8,164233.94
2025-06-10 22:00:34.048,109816.9,110129.2,109536.2,109677.5,199957.28
2025-06-10 22:59:32.992,109677.6,110265.2,109529.4,110237.4,247557.42
2025-06-11 00:00:43.008,110237.4,110250,109739.9,109785,214644.31
2025-06-11 00:59:41.952,109785,109795.7,109519.9,109565.8,162006.7
2025-06-11 02:00:51.968,109565.8,109820,109503.2,109650.1,109955.15
2025-06-11 02:59:50.912,109650.1,109830,109570.6,109670.2,95550.44
2025-06-11 04:01:00.928,109670.2,109696.6,109510.6,109538.8,82253.12
2025-06-11 04:59:59.872,109538.8,109630,109388,109430.9,116629.56
2025-06-11 05:58:58.816,109430.9,109642.4,109313.7,109551.7,124384.09
2025-06-11 07:00:08.832,109551.7,109698.9,109397.5,109397.6,127670.67
2025-06-11 07:59:07.776,109397.5,109620,109397.5,109514.3,122834.78
2025-06-11 09:00:17.792,109514.3,109556.6,109168,109207.7,182872.7
2025-06-11 09:59:16.736,109207.7,109444,109138,109321.2,130447.04
2025-06-11 11:00:26.752,109321.3,109342.9,109150.1,109196.7,91345.23
2025-06-11 11:59:25.696,109196.7,109883,108955.4,109654.4,792048.86
2025-06-11 13:00:35.712,109654.4,109839.4,109246.1,109623,450442.92
2025-06-11 13:59:34.656,109623,110360,109582,109829.5,646743.3
2025-06-11 15:00:44.672,109829.4,109989.9,109600.5,109692,308625.61
2025-06-11 15:59:43.616,109691.9,109776.9,109300.1,109400.5,279771.75
2025-06-11 17:00:53.632,109400.5,109710,108888.8,108921.2,378721.73
2025-06-11 17:59:52.576,108921.3,109018.1,108350.1,108753.7,557397.94
2025-06-11 19:01:02.592,108753.8,108918.7,108520,108694.4,210886.05
2025-06-11 20:00:01.536,108694.4,108972.3,108424.9,108873.8,216756.89
2025-06-11 20:59:00.480,108873.7,109193.8,108300.1,108451.4,257000.01
2025-06-11 22:00:10.496,108451.5,108600,107964.8,108405,437789.92
2025-06-11 22:59:09.440,108404.9,108649,108278.2,108596.4,177154.82
2025-06-12 00:00:19.456,108596.4,108777,108276,108656.9,181563.05
2025-06-12 00:59:18.400,108657,108657,108213,108484.2,155474.56
2025-06-12 02:00:28.416,108484.3,108714.5,108327.9,108338.2,147674.83
2025-06-12 02:59:27.360,108338.3,108404.5,107659,107826.7,539654.78
2025-06-12 04:00:37.376,107826.7,107890.2,107297.6,107734.5,386242.84
2025-06-12 04:59:36.320,107734.5,107888,107556.6,107705.3,163876.88
2025-06-12 06:00:46.336,107705.3,107943.2,107581,107850.2,139819.86
2025-06-12 06:59:45.280,107850.2,107917.2,107372.4,107577.6,188604.79
2025-06-12 08:00:55.296,107577.6,107796.4,107390.7,107684.6,167588.52
2025-06-12 08:59:54.240,107684.7,107738.7,107435.5,107460,119362.46
2025-06-12 10:01:04.256,107459.9,107488,107150,107287.1,304325.62
2025-06-12 11:00:03.200,107287.1,107318.3,106823,106868.2,432080.01
2025-06-12 11:59:02.144,106868.2,107394,106800,106946.9,532320.95
2025-06-12 13:00:12.160,106947,107150,106533,107020.4,577975.55
2025-06-12 13:59:11.104,107020.4,107666.7,107020.3,107562.3,468177.91
2025-06-12 15:00:21.120,107562.3,107755.4,106800,106960,540832.79
2025-06-12 15:59:20.064,106960,107968,106921.4,107698.4,578549.47
2025-06-12 17:00:30.080,107698.4,108395,107663.2,108245.2,483460.02
2025-06-12 17:59:29.024,108245.2,108384.2,107151.8,107521.1,464147.02
2025-06-12 19:00:39.040,107521.2,107835.1,106628,106753.5,410940.18
2025-06-12 19:59:37.984,106753.5,106920,105712.2,105921.5,896171.19
2025-06-12 21:00:48.000,105921.6,106403.5,105800.3,105828.5,339409.23
2025-06-12 21:59:46.944,105828.4,106186.9,105666,105826.9,292820.17
2025-06-12 23:00:56.960,105826.9,106088.7,105600.1,105611,247876.42
2025-06-12 23:59:55.904,105611.1,105650,103160,103744.5,2568504.12
2025-06-13 00:58:54.848,103744.5,103822.9,102652.4,103722.5,1115548.22
2025-06-13 02:00:04.864,103722.4,103930.1,103020,103600.1,519368.44
2025-06-13 02:59:03.808,103600.1,104578.8,103577.4,104234.3,516361.1
2025-06-13 04:00:13.824,104234.3,104461.5,103734,104355.3,335024.84
2025-06-13 04:59:12.768,104355.4,104419.1,103935.5,103950.3,240732.97
2025-06-13 06:00:22.784,103950.3,104690,103766,104673.3,459173.61
2025-06-13 06:59:21.728,104673.4,104900,104319.9,104825.1,428468.36
2025-06-13 08:00:31.744,104825.2,105441.1,104642.6,104670.4,655389.74
2025-06-13 08:59:30.688,104670.5,104873,104444,104780.2,279542.69
2025-06-13 10:00:40.704,104780.1,104868.3,104364,104823.6,228826.5
2025-06-13 10:59:39.648,104824.3,105021.4,104580.6,104983.6,213728.2
2025-06-13 12:00:49.664,104983.7,105251,104757.6,104790.3,307930.64
